OBJECTID,GEOID,ACCESS_,Shape__Area,Shape__Length
8798,421010373002042,No Access,300080.358947754,3250.81607770799
8799,421010373002032,No Access,29697.3143310547,908.896708852379
8800,421010039024016,High Access,4188.30749511719,471.972420937046
8801,421010373001023,No Access,184020.482727051,1955.25182975546
8802,421010039022018,High Access,130536.045471191,1782.773280562
8803,421010373001025,No Access,88238.9885864258,1190.32706157396
8804,421010373002047,No Access,1008581.45330811,4972.29111383162
8805,421010039024011,High Access,7009.49011230469,403.822374782268
8806,421010039022008,High Access,7203.62762451172,404.452334491243
8807,421010039022007,High Access,6800.43524169922,389.40174657409
8808,421010373001008,No Access,18438.9311523438,576.78508545859
8809,421010039022021,High Access,3583.06372070313,262.990927885866
8810,421010373002022,No Access,13163.9477539063,572.202489140621
8811,421010372001015,No Access,12687.6622314453,855.474990757754
8812,421010373001014,No Access,49163.8007202148,1095.53843579315
8813,421010373001037,No Access,114023.811096191,1394.2284340451
8814,421010373002039,High Access,393320.100830078,3375.62724811387
8815,421010373003004,No Access,159054.310668945,2747.76352019971
8816,421010373002021,No Access,396003.734008789,4953.12893451927
8817,421010373002028,No Access,214193.451416016,1854.39117463435
8818,421010373002023,No Access,55082.8878173828,995.505626497742
8819,421010373001024,No Access,59793.167175293,1151.30392664655
8820,421010373001012,High Access,56404.7654418945,1019.48156820895
8821,421010036001008,Low Access,102444.352661133,1362.70636990871
8822,421010036003035,High Access,247626.007446289,2109.97397445134
8823,421010036003016,No Access,51296.388671875,1014.05061546536
8824,421010033005010,Low Access,63248.2955322266,1185.24381213549
8825,421010036003034,High Access,140253.454284668,1753.74220919569
8826,421010036003009,Low Access,61559.3392944336,1091.15934102253
8827,421010033005012,No Access,62663.3689575195,1176.41610219537
8828,421010033005005,High Access,70134.0485229492,1214.45362477234
8829,421010036004017,No Access,70074.201171875,1212.56630036686
8830,421010021002021,Moderate Access,79964.8005981445,1251.79343599687
8831,421010033005001,High Access,70945.4241943359,1210.93408403961
8832,421010033001002,High Access,69891.6860351563,1209.89700601539
8833,421010033001000,Moderate Access,70233.7368774414,1216.65753174662
8834,421010032006000,Low Access,69415.068359375,1202.33242098769
8835,421010031006001,Moderate Access,63513.8181762695,1179.14668113495
8836,421010032001002,Moderate Access,64689.6580810547,1217.19179841197
8837,421010032001003,Moderate Access,73338.7757568359,1254.54482004248
8838,421010033001001,High Access,63475.697265625,1181.13063302234
8839,421010031001010,Moderate Access,5805.28594970703,404.236744721829
8840,421010031001007,Low Access,56447.3516845703,1152.49281032497
8841,421010022002005,Moderate Access,76489.719909668,1234.82452171112
8842,421010031001011,Low Access,42708.5661621094,848.938058652718
8843,421010031001006,Low Access,59963.7186889648,1167.07701171455
8844,421010033001003,High Access,68492.9946289063,1204.16325069662
8845,421010031001008,Low Access,65955.5339355469,1233.67782611078
8846,421010032001001,Moderate Access,208460.804748535,1821.81316249967
8847,421010022002006,Moderate Access,78568.7510986328,1240.34691908678
8848,421010033005000,High Access,60788.7598876953,1170.3611129779
8849,421010032006001,Low Access,62120.8400268555,1166.42222350589
8850,421010031001009,Moderate Access,16502.6060180664,537.316527885839
8851,421010033001010,Low Access,70050.383972168,1213.34412370636
8852,421010032006007,Low Access,59625.1828613281,1161.39014205195
8853,421010032004016,Low Access,64691.8572998047,1187.14556153159
8854,421010032005002,No Access,88301.9697875977,1293.92464998076
8855,421010032005008,Low Access,61402.436340332,1178.23615460068
8856,421010036001020,Low Access,110262.495849609,1477.36894135869
8857,421010036003023,Low Access,97403.7495727539,1628.64664666791
8858,421010036003017,High Access,134979.542663574,4397.56012739482
8859,421010036003013,Low Access,64851.7409057617,1119.11844081732
8860,421010036003002,Low Access,195935.450378418,1770.78121713544
8861,421010036003001,Low Access,392798.452636719,2684.56126536336
8862,421010039014000,Low Access,71328.0082397461,1218.29040284593
8863,421010030013007,Low Access,60129.6243286133,1168.41113823195
8864,421010039014018,Low Access,40539.2036743164,891.588139992393
8865,421010038003007,High Access,205083.169006348,1810.82457220266
8866,421010038001007,High Access,75658.1281738281,1227.86888801399
8867,421010038001009,High Access,107498.942077637,1385.71405177078
8868,421010039013014,High Access,70882.4862670898,1235.28080469477
8869,421010038002006,High Access,20557.3137817383,991.616904263493
8870,421010031002001,Low Access,59007.6190795898,1161.27200968155
8871,421010031003001,No Access,59163.6821289063,1162.06936177771
8872,421010031002000,Low Access,71204.952331543,1214.98640166051
8873,421010030014001,Low Access,71132.3734741211,1208.61858736296
8874,421010030014000,Low Access,72519.975769043,1225.06147816965
8875,421010037012001,Low Access,72857.5679931641,1214.4718055958
8876,421010039014014,Low Access,52763.2772827148,999.677529078371
8877,421010039013004,Low Access,61847.7869873047,1188.90282205866
8878,421010039014016,Low Access,42067.8380737305,870.883174786666
8879,421010039014008,Low Access,73144.1895751953,1224.9476784998
8880,421010039014009,Low Access,57026.5068359375,1153.5833655829
8881,421010039013002,Low Access,70683.1644897461,1230.69604665271
8882,421010039013001,Low Access,64361.0150756836,1205.89721449537
8883,421010038004008,High Access,130539.653198242,1483.76620800821
8884,421010031006002,Moderate Access,63085.9654541016,1138.40765195641
8885,421010032002006,Low Access,6599.73449707031,422.989704964758
8886,421010031006009,Low Access,71193.3280029297,1220.29737130659
8887,421010031004001,Low Access,86531.1930541992,1408.87826037055
8888,421010037015001,Moderate Access,72575.9666137695,1220.83799417239
8889,421010037014012,Low Access,75028.4418945313,1232.43622222878
8890,421010037023000,Low Access,213520.249267578,1843.61936459012
8891,421010037023003,High Access,74209.4661865234,1243.28368785529
8892,421010037022007,High Access,63999.4246826172,1195.12964077387
8893,421010037022010,High Access,45881.1100463867,948.439146733684
8894,421010037013006,Low Access,76266.2075805664,1243.36939987561
8895,421010037013008,Low Access,71710.30078125,1217.17704957076
8896,421010037022000,Low Access,62817.7959594727,1190.56535132981
8897,421010037021008,Low Access,69316.6958007813,1217.12701402669
8898,421010037021009,Moderate Access,70618.5395507813,1224.36242019876
8899,421010037021011,Low Access,57165.2401733398,1055.28192157501
8900,421010031001005,Low Access,55733.2069702148,1149.71310860507
8901,421010031004000,Low Access,70679.6271972656,1208.60399279289
8902,421010031002005,No Access,70902.5814208984,1210.43306057545
8903,421010030023000,Moderate Access,71136.9710083008,1218.93316857906
8904,421010030024007,Low Access,72560.3052978516,1224.5327900352
8905,421010030022006,Moderate Access,64581.483215332,1187.13552460998
8906,421010030015002,Low Access,60281.3282470703,1171.38710493676
8907,421010030012001,Low Access,71979.3746337891,1214.20891003063
8908,421010039021001,Moderate Access,58777.8474121094,1176.07080513747
8909,421010037023007,High Access,30641.1447753906,1123.87638603794
8910,421010032001006,Moderate Access,62257.555847168,1198.75924406815
8911,421010032005000,Low Access,72818.7932128906,1222.45067603341
8912,421010032003003,Low Access,63319.8959350586,1198.09302244873
8913,421010039012010,Low Access,58172.5084228516,1175.56202975409
8914,421010039012009,Moderate Access,82673.3551635742,1277.3371777049
8915,421010039021000,Moderate Access,82531.6783447266,1279.04041879691
8916,421010040023006,Low Access,8777.52294921875,960.037911138234
8917,421010032003009,Low Access,6562.3388671875,396.399716262581
8918,421010036003032,High Access,114610.885742188,2855.34263802976
8919,421010036003020,High Access,73381.306640625,1527.77495264782
8920,421010033001007,Low Access,69394.7805786133,1205.7552023097
8921,421010036001006,Low Access,99446.8619995117,1341.42773998318
8922,421010036001004,Low Access,202537.099853516,1800.19369191511
8923,421010032005005,No Access,73625.0150756836,1226.76215161081
8924,421010036001015,Low Access,95487.9716796875,1320.5231138301
8925,421010036003024,High Access,64305.618347168,1151.6449929443
8926,421010036003000,High Access,81424.1729125977,2015.18119792148
8927,421010033001006,Low Access,61113.3522949219,1172.61653470377
8928,421010037014002,Low Access,73340.2590332031,1120.18684962602
8929,421010032003011,Low Access,53631.4205932617,1013.15358333008
8930,421010031005007,Low Access,86974.9049682617,1408.3731766464
8931,421010037014006,Low Access,73694.0799560547,1230.52626501879
8932,421010037015007,Low Access,71992.047668457,1220.17762622536
8933,421010037022004,Low Access,72235.4979248047,1241.52896158273
8934,421010037013007,Low Access,74951.6791992188,1229.85994869021
8935,421010037011003,Low Access,71079.9846801758,1212.9491062763
8936,421010037013010,Low Access,69680.2353515625,1208.28694259006
8937,421010037022005,High Access,75239.5962524414,1246.98562030863
8938,421010037021010,Moderate Access,94037.9562988281,1296.17944264471
8939,421010037021005,Low Access,80985.2850341797,1268.96034401867
8940,421010031005008,Low Access,71135.3590698242,1210.06302444584
8941,421010031003005,Low Access,70728.2145996094,1211.13231548327
8942,421010036003025,High Access,25525.4744873047,767.624477984212
8943,421010036003027,High Access,68226.4407348633,1170.37531459296
8944,421010038002003,High Access,430095.747009277,2711.88051375431
8945,421010032001009,Moderate Access,63729.9811401367,1212.15262556932
8946,421010032002003,Low Access,73136.1772460938,1241.32514437139
8947,421010032003014,Low Access,67683.1024169922,1197.30322672745
8948,421010032003008,Low Access,64313.1611938477,1206.07592352458
8949,421010038001002,High Access,64141.1831054688,1196.7224165757
8950,421010039024000,High Access,71574.946472168,1232.55383195238
8951,421010039021006,High Access,70941.6755371094,1230.62211722389
8952,421010031001015,Low Access,60798.3355102539,1162.23380854256
8953,421010030023003,Low Access,72106.7087402344,1222.97908780536
8954,421010037011008,Low Access,59528.7164916992,1156.2901996999
8955,421010037021001,Low Access,69661.8856201172,1216.3308447454
8956,421010037021016,High Access,60606.1585083008,1227.03484048361
8957,421010039011004,Low Access,65544.3714599609,1181.59453087659
8958,421010039012004,Low Access,135439.926635742,1505.38556318624
8959,421010039012002,Low Access,68953.3322143555,1218.86441297975
8960,421010030023005,Moderate Access,70923.6332397461,1214.19414733625
8961,421010030022003,Moderate Access,69669.0396118164,1211.83650823167
8962,421010030015001,Low Access,69384.5427246094,1211.48508509899
8963,421010030013001,Low Access,71309.6009521484,1215.39052619708
8964,421010039013005,No Access,72593.4850463867,1236.13541356513
8965,421010039014003,Low Access,132118.615234375,1488.5335978716
8966,421010039013003,Low Access,72406.5578613281,1235.24239459052
8967,421010031001001,Moderate Access,39235.8792114258,875.692521113269
8968,421010037011006,Low Access,68195.8946533203,1197.15179307422
8969,421010038003004,Low Access,36874.1666259766,795.63913663605
8970,421010039014007,Low Access,69759.7789306641,1210.9591513308
8971,421010039013010,Low Access,63643.7536621094,1197.72506467926
8972,421010038004007,High Access,105988.938415527,1379.35864892944
8973,421010038002015,High Access,211109.047363281,1837.08318426929
8974,421010039013008,Moderate Access,73013.5250854492,1239.22843520093
8975,421010038001003,High Access,72987.8821411133,1236.46905989766
8976,421010039021004,Low Access,63891.3929443359,1197.09044905083
8977,421010036003019,High Access,71930.4270019531,1331.88273340778
8978,421010031006005,Low Access,114223.550415039,1460.68964599426
8979,421010031006003,Low Access,6647.57427978516,416.184527866214
8980,421010031004003,Low Access,71055.1533813477,1219.59345390208
8981,421010031004004,Low Access,86716.9848632813,1407.7662279639
8982,421010037014005,Low Access,71999.7114257813,1221.92272661982
8983,421010037015004,Low Access,60121.2616577148,1165.85207284917
8984,421010037023005,High Access,63769.6630249023,1194.92336844281
8985,421010037015005,Low Access,74027.2963867188,1363.76455254839
8986,421010037021007,Low Access,98448.1569824219,1343.88468747406
8987,421010038004000,Low Access,42981.0317382813,941.265811901457
8988,421010031001014,Low Access,66982.4853515625,1193.62720723114
8989,421010031002003,Low Access,70290.1066894531,1209.90217371727
8990,421010036003030,High Access,124225.220275879,1474.45222066442
8991,421010038002002,High Access,1338251.840271,4700.4550043433
8992,421010032004012,Low Access,65812.3084716797,1192.27129989281
8993,421010039014012,Low Access,31881.8116455078,833.053647596183
8994,421010030013005,Low Access,69794.0380249023,1210.5336190008
8995,421010039011002,Low Access,61477.919128418,1172.95819479662
8996,421010039011001,Low Access,69879.4862670898,1209.47910228063
8997,421010039011012,Low Access,58843.4780273438,1168.29608698056
8998,421010039011010,Low Access,68370.3084106445,1215.22066107652
8999,421010039011009,Low Access,59229.3454589844,1173.7173302411
9000,421010033001004,Moderate Access,68698.4683837891,1207.88402301255
9001,421010033001013,No Access,129174.110473633,1467.30138392469
9002,421010033001014,No Access,72403.0980224609,1210.99831860805
9003,421010036001007,Low Access,96526.8316650391,1323.67010104799
9004,421010032004014,No Access,86723.0679321289,1284.21972602038
9005,421010036001002,No Access,97542.4486083984,1335.42335750755
9006,421010032004010,Moderate Access,71276.114440918,1233.61117756868
9007,421010032002000,Low Access,76661.149230957,1263.72367891315
9008,421010032003005,Low Access,71270.678527832,1103.14383779155
9009,421010037014000,Low Access,79155.2261352539,1294.97496357342
9010,421010036001019,Low Access,96946.6743164063,1324.27910286553
9011,421010036003014,No Access,361609.729003906,2468.46593879478
9012,421010036003021,Low Access,61619.4791259766,1050.59415236897
9013,421010036003031,High Access,94143.9417114258,3092.64372151443
9014,421010033005011,High Access,62318.5075073242,1179.07419244369
9015,421010033001008,Low Access,69783.2520751953,1209.61163986438
9016,421010032006008,Low Access,69925.7920532227,1211.86553103585
9017,421010036001005,Low Access,100550.493774414,1345.12536665946
9018,421010032006006,Low Access,71154.6540527344,1210.57586951694
9019,421010036001013,Low Access,107430.698181152,1375.42108053369
9020,421010036003003,Low Access,86809.3925170898,1253.60662964251
9021,421010036003040,High Access,72569.0577392578,2060.69462097283
9022,421010031001002,Low Access,45028.3900756836,911.416257081809
9023,421010039021002,Low Access,67864.7463989258,1211.91536805275
9024,421010030012007,Low Access,70444.9633178711,1217.13637983619
9025,421010039011007,Low Access,50671.5620727539,1148.8086854604
9026,421010031002002,Low Access,70681.5927124023,1213.85342136234
9027,421010030023004,Moderate Access,58792.0596313477,1162.41621894009
9028,421010030023008,Low Access,70271.6397094727,1213.10904832411
9029,421010037011001,Low Access,70278.7232055664,1210.02465171188
9030,421010037013000,Low Access,82918.9738769531,1262.0139430961
9031,421010037012005,Low Access,59755.4214477539,1169.34977021672
9032,421010037012004,Low Access,70858.0084228516,1221.59694534924
9033,421010038003001,Low Access,64446.3212890625,1148.28958284346
9034,421010038003009,Low Access,59639.2069702148,1156.30066158301
9035,421010038003008,Moderate Access,74480.4893188477,1223.61027134011
9036,421010030014007,Low Access,70244.2599487305,1207.80765730371
9037,421010039014015,Low Access,46684.2217407227,894.388576959709
9038,421010038003000,Low Access,15798.0155639648,716.746829479791
9039,421010039014019,Low Access,37078.3701782227,812.806748193113
9040,421010038002011,High Access,210713.351318359,1836.62157202631
9041,421010038004002,High Access,105802.111572266,1362.01909802888
9042,421010039012003,Low Access,70555.953918457,1225.10726465129
9043,421010039013017,High Access,84055.3206787109,1264.34982542214
9044,421010030022004,Moderate Access,71946.2662353516,1219.4697921128
9045,421010030022007,Moderate Access,71739.2076416016,1220.35055791208
9046,421010030021003,Moderate Access,50636.3963623047,1122.06882823846
9047,421010030013003,Low Access,60614.4860229492,1171.8408283562
9048,421010031006004,Low Access,89685.6274414063,1349.30147032686
9049,421010031006007,Low Access,110993.55670166,1378.23725061832
9050,421010031004006,Low Access,60667.6241455078,1169.8689065703
9051,421010037014008,Low Access,63667.7839355469,1181.39300467712
9052,421010037022006,High Access,73745.8070068359,1235.84209736257
9053,421010038002001,High Access,60514.5571899414,1209.74313541536
9054,421010037022011,High Access,43368.4854736328,869.385998932561
9055,421010037013005,Low Access,71312.6614379883,1218.8329584769
9056,421010037013009,Low Access,61762.4007568359,1174.36477745852
9057,421010031001017,Low Access,61962.2709350586,1174.37660448629
9058,421010031005005,Low Access,54256.3309936523,1140.94982609811
9059,421010036001025,Low Access,36286.2271118164,1052.96937491746
9060,421010036003039,High Access,105948.142150879,1210.23580824235
9061,421019809001037,High Access,22167.242980957,735.63384993388
9062,421010036003022,High Access,92733.5948486328,1347.34532326234
9063,421010036003004,Low Access,198957.047302246,2142.80913083742
9064,421010031001003,Low Access,74208.4635620117,1228.56212056461
9065,421010031005000,Low Access,71033.3746337891,1213.91805431842
9066,421010037011005,Low Access,60493.278137207,1165.02550016114
9067,421010037021003,Low Access,59978.6444091797,1168.07499892288
9068,421010038003003,Low Access,37357.3524780273,843.436830209423
9069,421010037021014,Low Access,6145.91278076172,403.869027978589
9070,421010030014004,Low Access,70879.4061279297,1207.13004811199
9071,421010030014006,Low Access,73147.4237670898,1224.34947718492
9072,421010039014006,Low Access,59400.1968994141,1167.35037525277
9073,421010039014002,Low Access,72997.525390625,1227.03301821479
9074,421010039014020,Low Access,40697.4352416992,840.995380983258
9075,421010038002000,High Access,150266.422485352,1615.70016564064
9076,421010033001012,No Access,69472.7524414063,1207.52414917525
9077,421010032006003,Low Access,68663.1189575195,1201.15853541126
9078,421010032006004,Low Access,62116.94921875,1176.03004670931
9079,421010032005003,No Access,141938.476928711,1530.76736132683
9080,421010036001001,Low Access,64535.3217773438,1186.67174396166
9081,421010036001014,Low Access,106637.615234375,1368.56419158799
9082,421010036001028,Low Access,98670.4765014648,1298.39826525707
9083,421010036001022,Low Access,182614.726135254,1689.38631378117
9084,421010038001001,High Access,69303.7843017578,1218.83390420113
9085,421010038001000,High Access,68578.9555664063,1195.23935511521
9086,421010038001006,High Access,102541.486633301,1361.54966500365
9087,421010039024001,High Access,60618.7647094727,1185.42975478046
9088,421010039021005,Low Access,70183.0158081055,1225.70218681998
9089,421010031001019,Low Access,86809.3767700195,1405.72790375629
9090,421010031004007,Low Access,70492.1830444336,1211.21741559816
9091,421010031006010,Low Access,60701.7303466797,1172.89883218598
9092,421010037015003,Moderate Access,62095.9155273438,1204.46663547393
9093,421010037023001,High Access,74919.4613647461,1248.42426486015
9094,421010037023002,High Access,64537.7017211914,1201.31892314594
9095,421010037022008,High Access,77660.9533081055,1258.63884758413
9096,421010037022001,Low Access,74925.7677001953,1243.15436968119
9097,421010037022012,High Access,63066.8353271484,1194.66767077333
9098,421010037021006,Low Access,70287.4655151367,1221.67811925827
9099,421010031001012,Low Access,84390.5245361328,1395.86922269917
9100,421010031001018,Low Access,73410.2779541016,1355.26711853915
9101,421010031001020,Low Access,72383.326171875,1222.84956275596
9102,421010031005003,Low Access,69191.6364746094,1202.65833331123
9103,421010031005009,Low Access,59931.950012207,1159.32851415594
9104,421010031002004,Low Access,61138.4889526367,1169.76008099267
9105,421010032004011,Low Access,73122.6468505859,1230.54837997782
9106,421010032003004,Low Access,71861.2449951172,1235.31382604959
9107,421010032003007,Low Access,73890.5385742188,1241.76349112639
9108,421010032003010,Low Access,57857.8860473633,1144.42501441243
9109,421010039013016,High Access,43262.1381225586,859.495537305394
9110,421010039013015,High Access,78603.6826782227,1122.68441925333
9111,421010039013013,High Access,62727.7309570313,1187.97393588652
9112,421010039021007,High Access,63869.5954589844,1201.17698027796
9113,421019809001034,High Access,3191.44232177734,296.351168766662
9114,421010030024004,Moderate Access,72110.9623413086,1225.20656094605
9115,421010032005001,Low Access,67909.1838378906,1199.01154522187
9116,421010032001005,Moderate Access,74190.4388427734,1249.02257109767
9117,421010032004007,No Access,206983.947875977,1818.41675758455
9118,421010030022005,Moderate Access,63733.912109375,1184.11432981039
9119,421010030013000,Low Access,58081.5233764648,1159.15617485708
9120,421010039021009,Moderate Access,68703.1937255859,1222.75385174881
9121,421010031006008,Low Access,72196.7763671875,1222.52811958554
9122,421010031004008,Low Access,86728.8023681641,1410.11439315294
9123,421010037014011,Low Access,63570.0628662109,1183.42952993133
9124,421010037014010,Low Access,70542.1856079102,1212.21590003091
9125,421010037014009,Low Access,72215.1774902344,1219.22305790991
9126,421010037014007,Low Access,64167.2819824219,1189.73508255318
9127,421010037023004,High Access,72733.6509399414,1229.58568673968
9128,421010037015006,Low Access,86841.8237915039,1408.00674554437
9129,421010037013003,Low Access,69634.8628540039,1207.78035604179
9130,421010037011002,Low Access,60863.1108398438,1168.78279044539
9131,421010037013001,Low Access,80608.751159668,1253.1140140467
9132,421010037013013,Low Access,87376.1706542969,1410.92623837475
9133,421010031005004,Low Access,54818.2858276367,1141.79153807078
9134,421010031003004,Low Access,59212.5327148438,1158.82090764519
9135,421010031005001,Low Access,58292.4296875,1155.85250840985
9136,421010031003000,No Access,74412.6866455078,1228.16134124514
9137,421010030023007,Low Access,59650.3198852539,1166.44132651272
9138,421010037011009,Low Access,69136.6530761719,1201.17819035671
9139,421010037021013,Low Access,78015.2443237305,1272.54409060791
9140,421010038003002,High Access,54680.415222168,1019.84564099267
9141,421010038003005,High Access,71923.3118286133,1215.15934528201
9142,421010037012002,Low Access,57192.4721679688,1153.86868529034
9143,421010037021000,Low Access,119246.623596191,1418.93487246932
9144,421010039014013,Low Access,60970.4985351563,984.176897091957
9145,421010039014011,Low Access,4215.54870605469,375.281571739132
9146,421010040023007,Low Access,9457.39599609375,967.406805351944
9147,421010039014001,Low Access,58489.1666870117,1163.79817269776
9148,421010038002005,High Access,210151.779846191,1837.22945205632
9149,421010038002004,High Access,207996.92590332,1828.19875017729
9150,421010038002010,High Access,257855.499328613,2034.37402135326
9151,421010038004004,High Access,77241.3745727539,1252.88577686188
9152,421010038004009,High Access,121092.870300293,1443.60083279219
9153,421010038004005,High Access,76976.9877929688,1252.55687171948
9154,421010038002014,High Access,210375.645935059,1829.58147112993
9155,421010039012007,Low Access,64038.7263183594,1201.43875441605
9156,421010039012005,Low Access,69722.7456665039,1225.55466971083
9157,421010039021008,High Access,72504.0015258789,1241.26868688956
9158,421010039021011,Low Access,83328.9705200195,1285.77508524957
9159,421010036003028,High Access,13723.1848144531,491.921010461087
9160,421010032001008,Moderate Access,74217.4850463867,1254.14417293669
9161,421010032002002,Low Access,60836.8060913086,1193.34868560473
9162,421010032005009,Low Access,71349.0354614258,1220.92333272451
9163,421010032002004,Low Access,68898.9110717773,1202.46280706259
9164,421010032003001,Low Access,54405.0045166016,1030.97429211963
9165,421010039011006,Low Access,85374.0034179688,1314.43104594198
9166,421010039012001,Low Access,58337.2380371094,1171.63786984398
9167,421010036003010,Low Access,13736.6018066406,770.052827235548
9168,421010033001009,Low Access,61119.5111083984,1170.75530687509
9169,421010036001003,No Access,206132.38293457,1816.71685296256
9170,421010036001018,Low Access,100542.078796387,1343.41217854424
9171,421010036001027,Low Access,4722.41589355469,345.488745899726
9172,421010036003011,Low Access,62816.1708374023,1090.42762751767
9173,421010036003012,Low Access,63839.7997436523,1109.23452985473
9174,421010032004008,Low Access,96239.9567871094,1321.20288986527
9175,421019809001033,High Access,2943.21417236328,249.9140661694
9176,421010038001008,High Access,61077.3233642578,1162.39141499899
9177,421010039024004,High Access,99280.4232177734,1352.7546313566
9178,421010039024003,High Access,99938.5617675781,1355.4620782944
9179,421010039013012,Moderate Access,72860.9653930664,1238.83745477259
9180,421010039012008,Low Access,70316.7697143555,1226.96668247104
9181,421010030023006,Low Access,71697.0238037109,1220.1029635026
9182,421010030022002,Moderate Access,55294.8318481445,1144.19124866897
9183,421010030022001,Moderate Access,75061.633972168,1231.13813455296
9184,421010030011004,Low Access,56959.9194946289,1153.64659091278
9185,421010032006009,No Access,203925.483642578,1802.60683599997
9186,421010032006002,Low Access,70088.203918457,1207.55208794319
9187,421010032005006,No Access,130776.549560547,1479.16000705151
9188,421010032005007,Low Access,98134.7821655273,1334.90525489694
9189,421010032004013,No Access,90279.9822998047,1298.13540436032
9190,421010036001017,Low Access,203389.248352051,1798.89676582429
9191,421010036001012,Low Access,98971.4434814453,1334.52514130137
9192,421010036001021,Low Access,13044.340637207,575.148473726361
9193,421010030015004,Low Access,69135.6838378906,1202.04139522622
9194,421010030015005,Low Access,131414.466247559,1479.46348599075
9195,421010030014002,No Access,59688.1636352539,1155.45454164861
9196,421010037011004,Low Access,70947.8811645508,1210.89557946858
9197,421010037011007,Low Access,59284.2694091797,1154.48550409599
9198,421010037012000,Low Access,72050.3394775391,1210.99422771453
9199,421010037021002,Low Access,71207.507019043,1216.82085448876
9200,421010038003006,High Access,61832.9887084961,1168.88387718041
9201,421010039024002,High Access,73904.056640625,1242.28504285228
9202,421010039014005,No Access,71665.2866210938,1222.98382087771
9203,421010039013007,High Access,61350.4232788086,1188.75059875194
9204,421010039013006,High Access,72499.582824707,1235.35484975349
9205,421010039014017,Low Access,50138.7892456055,965.848511024465
9206,421010039013009,Low Access,70648.8330688477,1229.51849860694
9207,421010039013000,Low Access,71296.8325805664,1233.19583674361
9208,421010038003010,High Access,73521.9264526367,1218.42650957067
9209,421010038001004,High Access,101408.401428223,1358.86222621084
9210,421010037015002,Low Access,75605.5390014648,1261.47637779076
9211,421010031006006,Low Access,21138.4948730469,761.102514450952
9212,421010031005006,Low Access,66298.4624023438,1193.81867215777
9213,421010031004002,Low Access,71520.9926757813,1220.89284707532
9214,421010037022002,Low Access,78247.2161254883,1272.30576024835
9215,421010037022003,Low Access,64339.4368286133,1207.43454695134
9216,421010037013004,Low Access,61964.6331176758,1173.85600762661
9217,421010037013002,Low Access,81596.7521972656,1258.65808924341
9218,421010037013011,Low Access,83429.3336181641,1393.33976531023
9219,421010037013012,Low Access,75533.0317382813,1364.85190720141
9220,421010037021012,Low Access,53101.2254638672,966.291285160411
9221,421010031001004,Low Access,71399.7547607422,1216.7369982074
9222,421010031001021,Low Access,72254.0075683594,1218.47964986339
9223,421010036003026,High Access,61474.2572631836,1136.8072681717
9224,421010036003029,High Access,15652.9490356445,540.892265046947
9225,421010037023006,High Access,75222.3399047852,1243.10381247376
9226,421010030013004,Low Access,59080.2225952148,1161.20553264671
9227,421010039011003,Low Access,69013.6522827148,1206.37251598242
9228,421010030012006,Low Access,69305.3758544922,1212.39735938332
9229,421010039011013,Low Access,70423.9885253906,1230.32237678416
9230,421010030021004,Moderate Access,56785.6781005859,1151.99455018794
9231,421010030013002,Low Access,68518.7890014648,1203.8053630324
9232,421010030011003,Low Access,73062.1017456055,1224.78703402857
9233,421010032001007,Moderate Access,73640.4832763672,1249.78512982841
9234,421010032002001,Moderate Access,77016.8534545898,1264.29412108838
9235,421010032002005,Low Access,61335.4757080078,1201.36084250257
9236,421010037014001,Low Access,56882.3421020508,1058.17932143139
9237,421010032003002,Low Access,71775.2459716797,1233.13013956041
9238,421010032003006,Low Access,21252.9470214844,604.729387704843
9239,421010032003012,Low Access,73561.996887207,1251.52157034853
9240,421010039012006,Low Access,70950.4840087891,1231.02639716727
9241,421010039021003,Low Access,71106.4906616211,1226.90254245914
9242,421010032003000,Low Access,86316.0910644531,1327.81279236314
9243,421010031005010,Low Access,72718.78515625,1357.97923305499
9244,421010031004005,Low Access,72297.6602172852,1354.988817776
9245,421010037014003,Low Access,30452.1602783203,781.194986784005
9246,421010037014004,Low Access,108299.118225098,1401.40009105465
9247,421010037015008,Low Access,75193.9891357422,1264.4105187693
9248,421010037022009,High Access,66696.0672607422,1157.29259822431
9249,421010037015000,Low Access,87317.4014892578,1412.60867613178
9250,421010037021015,High Access,1208.65875244141,187.038696991874
9251,421010037012006,Low Access,72156.7286987305,1222.00517917077
9252,421010038004001,High Access,5102.09582519531,374.948524520476
9253,421010036001023,Low Access,21750.3651733398,801.368393887499
9254,421010036001024,Low Access,7021.19848632813,447.979373640226
9255,421010032001004,Moderate Access,74068.2139892578,1257.04295281869
9256,421010036001000,Low Access,68206.3508300781,1202.21221276199
9257,421010032003013,Low Access,4949.50048828125,392.77360124059
9258,421010033001011,Low Access,69076.2333984375,1209.88443610428
9259,421010033001005,Low Access,71003.108581543,1217.62496697812
9260,421010032006005,Low Access,69606.6481323242,1209.70760876773
9261,421010032004015,No Access,54110.0899047852,1139.68892277556
9262,421010036001016,Low Access,206280.232116699,1816.82449372463
9263,421010036003015,No Access,60817.0520629883,1064.6986148466
9264,421010036003018,No Access,59731.801940918,1058.30741993282
9265,421010036001026,Low Access,92723.5868530273,1351.79785467658
9266,421010031001013,Low Access,69104.0361328125,1201.82910808651
9267,421010031001016,Low Access,63327.7733764648,1177.27150586278
9268,421010031005002,Low Access,71412.733215332,1212.38517708314
9269,421010031003003,Low Access,71809.741027832,1214.25591961119
